id,Unnamed: 0,probe,device,model,brand,height,width,channels
11,11,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0021.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
12,12,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0022.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
13,13,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0027.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
14,14,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0029.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
15,15,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0030.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
16,16,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0032.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
17,17,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0033.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
18,18,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0035.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
19,19,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0039.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
20,20,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0041.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
21,21,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0044.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
22,22,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0046.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
23,23,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0047.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
24,24,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0049.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
25,25,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0050.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
26,26,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0051.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
27,27,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0053.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
28,28,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0054.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
29,29,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0056.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
30,30,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0057.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
31,31,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0058.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
32,32,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0059.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
33,33,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0060.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
34,34,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0061.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
35,35,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0062.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
36,36,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0064.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
37,37,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0069.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
38,38,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0070.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
39,39,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0073.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
40,40,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0079.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
41,41,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0080.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
42,42,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0083.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
43,43,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0084.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
44,44,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0088.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
45,45,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0089.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
46,46,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0090.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
47,47,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0091.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
48,48,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0096.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
49,49,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0097.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
50,50,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0099.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
51,51,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0101.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
52,52,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0102.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
53,53,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0107.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
54,54,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0110.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
55,55,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0113.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
56,56,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0115.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
57,57,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0117.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
58,58,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0118.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
59,59,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0119.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
60,60,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0120.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
61,61,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0121.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
62,62,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0122.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
63,63,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0124.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
64,64,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0125.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
65,65,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0126.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
66,66,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0128.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
67,67,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0130.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
68,68,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0131.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
69,69,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0133.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
70,70,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0134.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
71,71,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0135.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
72,72,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0138.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
73,73,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0145.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
74,74,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0146.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
75,75,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0147.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
76,76,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0149.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
77,77,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0150.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
78,78,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0151.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
79,79,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0152.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
80,80,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0155.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
81,81,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0160.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
82,82,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0166.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
83,83,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0168.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
84,84,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0169.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
85,85,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0170.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
86,86,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0172.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
87,87,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0176.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
88,88,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0178.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
89,89,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0179.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
90,90,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0180.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
91,91,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0181.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
92,92,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0183.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
93,93,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0184.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
94,94,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0187.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
95,95,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0188.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
96,96,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0189.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
97,97,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0190.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
98,98,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0192.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
99,99,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0194.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
100,100,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0195.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
101,101,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0197.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
102,102,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0198.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
103,103,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0199.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
104,104,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0200.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
105,105,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0202.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
106,106,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0203.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
107,107,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0009.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
108,108,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0074.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
109,109,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0072.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
110,110,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0025.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
111,111,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0023.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
112,112,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0045.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
113,113,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0055.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
114,114,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0139.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
115,115,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0111.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
116,116,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0013.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
117,117,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0078.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
118,118,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0076.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
119,119,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0082.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
120,120,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0071.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
121,121,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0066.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
122,122,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0132.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
123,123,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0010.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
124,124,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0112.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
125,125,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0036.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,1920,2560,3
126,126,/nas/public/dataset/Vision/dataset/D01_Samsung_GalaxyS3Mini/images/nat/D01_I_nat_0012.jpg,D01_Samsung_GalaxyS3Mini,Samsung_GalaxyS3Mini,Samsung,2560,1920,3
